,smiles,probs
357,C(C1C=2C(C(=O)C1=O)=CC(I)=CC2)C3=CC=4C(S3)=CC=CC4,0.9996904
358,C(C1C=2C(C(=O)C1=O)=CC=CC2Br)C3=CC=4C(S3)=CC=CC4,1.0
359,C(N(C(=O)C1=CN=CN1)C2=CC=C(C(C)(C)C)C=C2)(C(NC(C)(C)C)=O)C=3C=CC=NC3,0.9999689
360,N(C(C(NC(C)(C)C)=O)C=1C=CC=NC1)(C(CC=2C=3C(NC2)=CC=CC3)=O)C4=CC=C(C(C)C)C=C4,0.99998975
361,N(C(C(NC(C)(C)C)=O)C=1C=CC=NC1)(C(CC=2C=3C(NC2)=CC=CC3)=O)C4=CC=C(C(C)(C)C)C=C4,0.99996376
362,C(N(C(CN1C=2C(N=N1)=CC=CC2)=O)C3=CC=C(NC(C)=O)C=C3)(C(NC(C)(C)C)=O)C=4C=CSC4,0.9996773
363,N(C(C(NC(C)(C)C)=O)C=1C=CSC1)(C(CN2C=3C(N=N2)=CC=CC3)=O)C4=CC=C(NC(CC)=O)C=C4,0.9996773
364,N(C(C(NC(C)(C)C)=O)C=1C=CSC1)(C(CN2C=3C(N=N2)=CC=CC3)=O)C4=CC=C(NC(C(C)C)=O)C=C4,0.99981076
365,N(C(C(NC(C)(C)C)=O)C=1C=CSC1)(C(CN2C=3C(N=N2)=CC=CC3)=O)C4=CC=C(NC(=O)C5CC5)C=C4,0.9999869
366,N(C(C(NC(C)(C)C)=O)C=1C=CSC1)(C(CN2C=3C(N=N2)=CC=CC3)=O)C4=CC=C(NC(=O)C5CCC5)C=C4,0.99980587
367,C(C(N(CC=1C=CSC1)C2=CC=C(NC(=O)C3CC3)C=C2)=O)N4C=5C(N=N4)=CC=CC5,0.9997601
368,C(C(N(CC=1C=CSC1)C2=CC=C(NC)C=C2)=O)N3C=4C(N=N3)=CC=CC4,0.9991173
369,C(C(N(CC=1C=CSC1)C2=CC=C(C=C2)C=3C=CC=NC3)=O)N4C=5C(N=N4)=CC=CC5,0.99992096
370,C(C(N(CC=1C=CSC1)C2=CC=C(C=C2)C=3C=CN=CC3)=O)N4C=5C(N=N4)=CC=CC5,0.99992096
371,[C@H](N(C(CN1C=2C(N=N1)=CC=CC2)=O)C3=CC=C(NC(C)=O)C=C3)(C(NC(CC)(C)C)=O)C4=CN(C)C=C4,1.0
372,C(C(N(CC=1C=CSC1)C2=CC=C(NC(COC)=O)C=C2)=O)N3C=4C(N=N3)=CC=CC4,0.9997495
373,N(C(C(NC(C)(C)C)=O)C=1C=CC=NC1)(C(=O)C2=CC=CO2)C3=CC=C(C=C3)C4=C(C#N)C=CC=C4,0.9999995
374,N(C(C(NCC1=CC=CC=C1)=O)C2=CC(F)=CC=C2)(C(CN3C=4C(N=N3)=CC=CC4)=O)C5=CC=C(NC(=O)C6CCC6)C=C5,0.9998017
375,N(C(C(NC(C)(C)C)=O)C=1C=CC=NC1)(C(CC=2C=3C(NC2)=CC=CC3)=O)C4=CC=C(OCF)C=C4,0.9999995
376,N(C(C(NCC1=CC=CC=C1)=O)C2=CC(F)=CC=C2)(C(CN3C=4C(N=N3)=CC=CC4)=O)C5=CC=C(NC(=O)C6CC6)C=C5,0.9999689
377,[C@H](N(C(=O)C1=CN=CN1)C2=CC=C(C(C)(C)C)C=C2)(C(NC(C)(C)C)=O)C=3C=CC=NC3,1.0
378,C(=C\\1/C(=NN(C1=O)C2=CC(C(O)=O)=CC=C2)C3=CC=CC=C3)\\C4=CC=C(OCC5=CC=CC=C5)C=C4,1.0
379,S(SC1=CC=C(Br)C=C1)C=2SC(NC(C)=O)=CN2,0.9999745
380,S(SC1=NC=CS1)C2=CC=C(Cl)C=C2,0.99999046
381,S(SC1=CC=C(C)C=C1)C=2SC(NC(C)=O)=CN2,0.99995625
382,C(C)(=O)N1C(=NC(SSC2=C(N(=O)=O)C=CC=C2)=N1)C=3C=CC=NC3,0.9999615
383,C(C)(=O)N1C(=NC(SSC2=C(C(OCC)=O)C=CC=C2)=N1)C=3C=CN=CC3,0.99918705
384,S(SC1=CC=C(Br)C=C1)C=2N=C(C)C=C(C)N2,1.0
385,S(SC1=CC=CC=C1)C=2N=C(C)C=C(C)N2,0.99982005
386,S(SC1=CC=C(C)C=C1)C=2N=C(C)C=C(C)N2,0.9999398
387,S(SC=1N=CC=CN1)C2=C(N(=O)=O)C=CC=C2,0.9999999
388,S(SC=1N=CC=CN1)C2=CC=C(Br)C=C2,1.0
389,S(SC=1N=CC=CN1)C2=CC=C(C)C=C2,0.99999976
390,S(SC=1NC(C(OC)=O)=CN1)C2=C(N(=O)=O)C=CC=C2,1.0
391,S(SC=1NC(C(OC)=O)=CN1)C2=C(C(OCC)=O)C=CC=C2,1.0
392,S(SC=1NC(C(OC)=O)=CN1)C2=C(C(OC)=O)C=CC=C2,1.0
393,S(SC1=CC=C(F)C=C1)C=2SC(NC(C)=O)=CN2,0.9999989
394,S(SC1=NC=CS1)C2=C(N(=O)=O)C=CC=C2,1.0
395,S(SC1=NC=CS1)C2=CC=C(C)C=C2,0.9999999
396,S(SC1=NC=CS1)C2=CC=C(F)C=C2,1.0
397,S(SC1=NC=CS1)C2=CC=C(Br)C=C2,1.0
398,C(N[C@@H](CC1=CC=CC=C1)C(N[C@@H](C[C@H]2C(=O)NCC2)C=O)=O)(=O)C3=NC4=C(N=C3)C=CC=C4,0.99993634
399,C(N[C@@H](CC1=CC=CC=C1)C(N[C@@H](C[C@H]2C(=O)NCC2)C=O)=O)(=O)C3=CC4=C(C=C3)N=CC=N4,1.0
400,C(N[C@@H](CC1=CC=CC=C1)C(N[C@@H](C[C@H]2C(=O)NCC2)C=O)=O)(=O)C=3NC=4C(N3)=CC=CC4,1.0
401,C(N[C@@H](CC1=CC=CC=C1)C(N[C@@H](C[C@H]2C(=O)NCC2)C=O)=O)(=O)C=3NC=4C(C3)=CC(F)=CC4,0.99958295
402,N(C(C(NCC1=CC=CC=C1)=O)C2=CC(OC)=CC=C2)(C(CN3C=4C(N=N3)=CC=CC4)=O)C5=CC=C(NC(C(C)C)=O)C=C5,0.999579
403,N(C(C(NCC1=CC=CC=C1)=O)C=2C=CC=NC2)(C(CN3C=4C(N=N3)=CC=CC4)=O)C5=CC=C(NC(C(C)C)=O)C=C5,0.9999999
404,N(C(C(NCC1=CC=CC=C1)=O)C2=CC(F)=CC=C2)(C(CN3C=4C(N=C3)=CC=CC4)=O)C5=CC=C(NC(C(C)C)=O)C=C5,1.0
405,N(C(C(NC(C)C)=O)C=1C=CSC1)(C(CN2C=3C(N=N2)=CC=CC3)=O)C4=CC=C(NC(=O)C5CC5)C=C4,0.9999784
406,N(C(C(NCC(C)C)=O)C=1C=CSC1)(C(CN2C=3C(N=N2)=CC=CC3)=O)C4=CC=C(NC(=O)C5CC5)C=C4,0.9999784
407,N(C(C(NCC(C)(C)C)=O)C=1C=CSC1)(C(CN2C=3C(N=N2)=CC=CC3)=O)C4=CC=C(NC(=O)C5CC5)C=C4,0.99998033
408,N(C(C(NC1CC1)=O)C=2C=CSC2)(C(CN3C=4C(N=N3)=CC=CC4)=O)C5=CC=C(NC(=O)C6CC6)C=C5,0.9999666
409,N(C(C(NC1CCCC1)=O)C=2C=CSC2)(C(CN3C=4C(N=N3)=CC=CC4)=O)C5=CC=C(NC(=O)C6CC6)C=C5,0.9999769
410,N(C(C(NCC=1C=CC=NC1)=O)C=2C=CSC2)(C(CN3C=4C(N=N3)=CC=CC4)=O)C5=CC=C(NC(=O)C6CC6)C=C5,0.9999994
411,N(C(C(NCC1=CC=CC=C1)=O)C=2C=CSC2)(C(CN3C=4C(N=N3)=CC=CC4)=O)C5=CC=C(NC(=O)C6CC6)C=C5,0.9999989
412,C(N(C(=O)C1=CN=CN1)C2=CC=C(CC(C)C)C=C2)(C(NC(C)(C)C)=O)C=3C=CC=NC3,0.99981695
413,N(C(C(NC(C)(C)C)=O)C=1C=CC=NC1)(C(=O)C2=CN=CN2)C3=CC=C(C=C3)C4CC4,1.0
414,N(C(C(NC(C)(C)C)=O)C=1C=CC=NC1)(C(=O)C2=CN=CN2)C3=CC=C(C=C3)C4CCC4,0.9999949
415,C(N(C(=O)C1=CN=CN1)C2=CC=C(C=C2)C3CCCC3)(C(NC(C)(C)C)=O)C=4C=CC=NC4,0.99999964
416,N(C(C(NC(C)(C)C)=O)C=1C=CC=NC1)(C(=O)C2=CN=CN2)C3=CC=C(C=C3)C4CCCCC4,0.99999094
417,N(C(C(NCC(C)C)=O)C=1C=CC=NC1)(C(=O)C2=CN=CN2)C3=CC=C(C(C)(C)C)C=C3,0.99919397
418,N(C(C(NCC(C)(C)C)=O)C=1C=CC=NC1)(C(=O)C2=CN=CN2)C3=CC=C(C(C)(C)C)C=C3,0.9999361
419,N(C(C(NC1CC1)=O)C=2C=CC=NC2)(C(=O)C3=CN=CN3)C4=CC=C(C(C)(C)C)C=C4,0.9999988
420,N(C(C(NC1CCCC1)=O)C=2C=CC=NC2)(C(=O)C3=CN=CN3)C4=CC=C(C(C)(C)C)C=C4,0.9999883
421,N(C(C(NCC(OC(C)(C)C)=O)=O)C=1C=CSC1)(C(CN2C=3C(N=N2)=CC=CC3)=O)C4=CC=C(NC(=O)C5CC5)C=C4,0.9999968
422,N(C(C(NC1CCCCC1)=O)C=2C=CSC2)(C(CN3C=4C(N=N3)=CC=CC4)=O)C5=CC=C(NC(=O)C6CC6)C=C5,0.9999534
423,N(C(C(NC1CCCCC1)=O)C=2C=CC=NC2)(C(=O)C3=CN=CN3)C4=CC=C(C(C)(C)C)C=C4,0.9996075
424,[C@@H](C[C@H]1C(=O)NCC1)(NC([C@@H](NC(OC2CCN(S(C)(=O)=O)CC2)=O)CC(C)C)=O)C(S(=O)(=O)O)O,0.99999046
425,C([C@H](CC1=CC=C(F)C=C1)NC(OCC2=CC=CC=C2)=O)(=O)N3[C@H](C(N[C@@H](C[C@H]4C(=O)NCC4)C(C(NC(C)C)=O)=O)=O)CC(CC)(CC)C3,0.9991636
426,C(C1(OC(N[C@H](C(N[C@@H](C[C@@H]2CCNC2=O)C=O)=O)CC(C)C)=O)CCN(C(OC(C)(C)C)=O)CC1)C3=CC=CC=C3,0.9999994
427,C(C1(OC(N[C@H](C(N[C@@H](C[C@H]2C(=O)NCC2)C=O)=O)CC(C)C)=O)CCN(S(C)(=O)=O)CC1)C3=CC=CC=C3,0.999979
428,O(C(N[C@H](C(N[C@@H](C[C@H]1C(=O)NCC1)C(S(=O)(=O)O)O)=O)CC(C)C)=O)C2(CC)CCN(C(OC(C)(C)C)=O)CC2,0.9999745
429,O=C(C=Cc1ccccc1)Sc1ccccc1N=C(O)C=Cc1ccccc1,0.999936
430,Cc1ccc(C(=O)NC(=Cc2ccc(-c3cccc([N+](=O)[O-])c3)o2)C(=O)NCCCN(C)C)cc1,1.0
431,CN(C)CCCCc1ccccc1N=C(O)C=Cc1ccccc1,0.99998736
432,CC(OC(C)(C)C)[C@H](N=C(O)OCc1ccccc1)C(O)=N[C@@H](CC1CCCCC1)C(O)=N[C@H](C=O)C[C@@H]1CCN=C1O,0.9999497
433,CC(O)=N[C@H](C(O)=N[C@H](C(O)=N[C@@H](CC1CCCCC1)C(O)=N[C@H](C=O)Cc1cnc[nH]1)C(C)C)C(C)O,1.0
434,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC(=O)[C@H](C)CC4[C@]3(C)CC[C@@]21C,0.99987304
435,CC(O)=N[C@H](C(O)=N[C@H](C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CCC(=O)N(C)C)C(=O)Cn1nc(O)c2c([N+](=O)[O-])cccc2c1=O)[C@H](C)OCc1ccccc1)C(C)C,0.9999578
436,CC(C)C[C@H](N=C(O)[C@@H](N=C(O)OCc1ccccc1)C(C)C)C(O)=NC(C=O)C[C@@H]1CCN=C1O,0.9997049
437,C[C@H](OC(C)(C)C)[C@H](N=C(O)OCc1ccccc1)C(O)=N[C@@H](CC1CCCCC1)C(O)=N[C@H](C=O)C[C@@H]1CCN=C1O,0.9999497
438,CCC(C)(C)N=C(O)C(c1ccn(C)c1)N(C(=O)Cn1nnc2ccccc21)c1ccc(N=C(C)O)cc1,1.0
439,Cn1ccc(C(C(O)=NC(C)(C)C)N(C(=O)Cn2nnc3ccccc32)c2ccc(NC(=O)C3CC3)cc2)c1,1.0
440,CC(C)(C)N=C(O)C(c1ccsc1)N(C(=O)Cc1nc2ccccc2[nH]1)c1ccc(NC(=O)C2CC2)cc1,1.0
441,Cn1ccc(CN(C(=O)Cn2nnc3ccccc32)c2ccc(NC(=O)C3CCC3)cc2)c1,0.9999999
442,O=[N+]([O-])c1cc(B(O)O)cc(C(O)=Nc2ccccc2N=C(O)c2cc(B(O)O)cc([N+](=O)[O-])c2)c1,0.99999845
443,Cn1ccc(C(C(O)=NC(C)(C)C)N(C(=O)Cn2nnc3ccccc32)c2ccc(NC(=O)C3CCC3)cc2)c1,1.0
444,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C12,1.0
445,O=C(O)c1cccc(N2N=C(c3ccccc3)C(=Cc3ccc(-c4ccccc4)o3)C2=O)c1,0.9999999
446,CC(C)C(=O)Nc1ccc(N(Cc2ccn(C)c2)C(=O)Cn2nnc3ccccc32)cc1,1.0
447,CC(C)c1ccc(N2N=C(c3ccccc3)C(=Cc3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)cc1,0.99999964
448,Cn1ccc(CN(C(=O)Cn2nnc3ccccc32)c2ccc(-c3ccccc3)cc2)c1,0.99999857
449,Cc1nc(SSc2ccccc2[N+](=O)[O-])nn1C(=O)O,0.9998185
450,CNC(=O)C(=O)[C@H](C[C@@H]1CCN=C1O)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](Cc1cc(C)cc(OC)n1)N=C(O)OCc1ccccc1,0.9997807
451,COC(=O)c1cc2c(O)cc(C(F)(F)F)cc2o1,1.0
452,Clc1ccc(-c2c(-n3ccnc3)c(-c3ccc(Br)cc3)nn2-c2ccc(Cl)c(Cl)c2)cc1,1.0
453,CCC(=O)Nc1ccc(N(C(=O)Cn2nnc3ccccc32)C(C(O)=NC(C)(C)C)c2ccn(C)c2)cc1,0.9999994
454,CC(O)=NC(C)C(O)=N[C@@H](CO)C(O)=N[C@H](C(=O)[C@@H](CO)C(O)=N[C@H](C=O)CCC(=N)O)[C@@H](C)O,1.0
455,CCCCNC(=O)C(=O)[C@H](C[C@@H]1CCN=C1O)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](Cc1nc(C)cs1)N=C(O)OCc1ccccc1,0.99991024
