,smiles,probs
167,N([C@H](C(NCCCC1CCCO1)=O)CC(C)C)C2=NC(=NC(CCCC)=C2)N3C=C(N=C3)C4=CC=C(OC(F)(F)F)C=C4,0.99999833
168,C(CCOC)N1C=2C(C(C)=C1)=CC=C(C[C@@H](C[C@@H]([C@H](CN(CCOC)C(C)C)O)N)C(C)C)C2,1.0
169,N(CC=1C=COC1)C2=CC(CC)=C(C)NC2=O,1.0
170,C(CCOC)N1C=2C(=CC=C(CO[C@@H]3[C@H]([C@H](O)CNC3)C4=CC=C(OC)C=C4)C2)OCC1,1.0
171,O=C1C=2C(O[C@@H]([C@H]1O)C3=CC(O)=C(O)C=C3)=CC(O)=CC2O,1.0
172,N(=O)(=O)C=1C2=C(C(O)=C(CN3CCOCC3)C1)N=CC=C2,1.0
173,O(CC=1C=C2C(=CC1)OCCN2CCCOC)[C@@H]3[C@H](C[C@H](C[C@H](OC(N(C)C)=O)C)NC3)C4=CC=C(OC)C=C4,1.0
174,O(CC=1C=C2C(=CC1)OCCN2CCCOC)[C@@H]3[C@H]([C@H](OC[C@@H](COC)O)CNC3)C4=CC=C(COCCOC)C=C4,1.0
175,CC1=C(C=CC(NC=2N=C(C=CN2)C=3C=CC(N(C)C)=NC3)=C1)N4CC5(C)CC(C)(C4)CN(C)C5,1.0
176,N(CC1=CC=CC=C1)(C(N[C@@H](CC2=CC=C(O)C=C2)C=O)=O)N3CCCCC3,0.9999317
177,C(C)(C)N1C(=NC=2C1=CC=C(C(O)=O)C2)C3=CC=CC=N3,1.0
178,O=C1C(C=2NC=3C(S(=O)(=O)N2)=CC=CC3)=C(O)C=4C(N1CC5=CC=CC=C5)=CC=CN4,1.0
179,C(CCOC)C=1C=2C(NC1)=CC=C(C[C@@H](C[C@@H]([C@H](CNC(C(C)(C)[C@H]3CC[C@@H](N(C)C)CC3)=O)O)N)C(C)C)N2,1.0
180,C(CNCC1=CC=CC=C1)(=S)N2CCCCC2,1.0
181,C([C@H](C(CC(OC)=O)=O)N)C1=CC=CC=C1,0.9999976
182,O(CC=1C=C2C(=CC1)OCCN2CCCOC)[C@@H]3[C@H]([C@H](CNC(CCCC)=O)CNC3)C4=CC=C(COCC5CC5)C=C4,1.0
183,C(CC(C[C@@H]([C@H](CNC([C@](C(F)(F)F)(OC)C)=O)O)N)(C)C)(=O)N1C=2C(CC(NC(OC)=O)C1)=CC=CC2,0.9996879
184,S(C=1N(COCCO)C(=O)NC(=O)C1C)C2=CC(C(ON)=O)=CC=C2,0.9999937
185,N(C=1N=C(SC2CCCCC2)C=C(C)N1)C3=CC=C(C#N)C=C3,0.99995995
186,C(CNC1CCCC1)(=O)N2CCCCC2,1.0
187,C(CCOC)N1C=2C(=CC=C(CO[C@@H]3[C@]([C@@H](N)CNC3)(C4=CC=C(O[C@@H]5CN(CC5)C6=CC(F)=CC=C6)C=C4)[H])C2)OCC1,1.0
188,C(O)(=O)C=1N(C=2C(C1C=3C(=O)NC=CC3)=CC(Cl)=CC2)C4=C(N(=O)=O)C=CC=C4,1.0
189,O(CC=1C=C2C(=CC1)OCCN2CCCOC)[C@@H]3[C@H]([C@H](OCCCOC)CNC3)C4=CC=C(COC[C@H](COC)C)C=C4,1.0
190,FC1=C(N2CC3(C)CC(C)(C2)CN(C)C3)C=CC(NC=4N=C(C=CN4)C=5C=CC(NCC6=CC=CC=C6)=NC5)=C1,1.0
191,C(#N)[C@@]1([C@](C)(F)[C@H](O)[C@@H](CO)O1)C=2N3C(=CC2)C(N)=NC=N3,1.0
192,O=C1C(=C(O)C=2C(N1CC=3SC(C(C)(C)C)=CC3)=NC=CC2)C=4NC=5C(S(=O)(=O)N4)=CC=CC5,0.9999957
193,O(CC=1C=C2C(=CC1)OCCN2CCCOC)[C@@H]3[C@H]([C@H](OCCN4CCOCC4)CNC3)C5=CC=C(OCCCOC)C=C5,1.0
194,C(=C/C(O)=O)\\C1=CC(O)=C(O)C=C1,0.9999999
195,C(N1C(=NC(CCCC)=N1)C2=CC=CC=C2)C3=CC=C(C=C3)C4=C(C=CC=C4)C=5NN=NN5,0.9999895
196,CC1=C(N2[C@H]3C[C@@H](C2)N(C)C3)N=CC(NC=4N=C(C=CN4)C5=CC=C(NC(C(C)(C)C)=O)C=C5)=C1,0.99999213
197,N(C(NC1=CC(N(=O)=O)=CC=C1O)=O)C2=C(OC)C=CC=C2,0.9997042
198,O=C1C(=C(O)C=2C(C1(CCCC3CCCCC3)C)=CC=CC2)C=4NC=5C(S(=O)(=O)N4)=CC=CC5,1.0
199,N([C@H](C(NCCCC#N)=O)CC(C)C)C1=NC(N2C=3C(N=C2)=CC=CC3)=NC(CCCC)=C1,0.9999831
200,C[C@]1(F)[C@](C=2N3C(=NC2)C(N)=NC=N3)(O[C@]4([C@]1(OP(OC(C)C)(=O)OC4)[H])[H])[H],1.0
201,OC1=C(C=2NC=3C(S(=O)(=O)N2)=CC=CC3)C(=O)N(CCCO)C=4C1=CC=CN4,0.99997914
202,O(CCCOC)C1=C(OC)N=CC(C[C@@H](C[C@@H]([C@H](CNC(C(C)(C)[C@H]2[C@H](O)CCCC2)=O)O)N)C(C)C)=C1,1.0
203,C(CCOC)C=1C=2C(NC1)=CC=C(C[C@@H](C[C@@H]([C@H](C[C@H](C(N[C@@H]3CCNC3)=O)C(C)C)O)N)C(C)C)C2,0.99994445
204,C(CCOC)C=1C=2C(N(C)C1C)=CC=C(C[C@@H](C[C@@H]([C@H](C[C@H](C(NC3=CC(C#N)=CC=C3)=O)C(C)C)O)N)C(C)C)C2,0.99988353
205,[C@@H](CC1=CC=CC=C1)(NC(=O)N2CCOCC2)C(N[C@H](/C=C/S(C)(=O)=O)C)=O,1.0
206,N(C(NC1=C(O)C=C(C#N)C=C1)=O)C2=CC=C(C=C2)C3=CC=CC=C3,0.9997156
207,CC=1C=2C(=C(O)C(O)=CC2)OC(=O)C1,1.0
208,C(CCOC)N1C=2C(=CC=C(CO[C@@H]3[C@H]([C@H](O)CNC3)C4=CC=C(OCCCOC5=C(Cl)C=CC=C5)C=C4)C2)OCC1,0.9999999
209,C(CCOC)N1C=2C(=CC=C(CO[C@@H]3CC[C@@H](CC(C(NC[C@H](COC)O)=O)(C)C)NC3)C2)OCC1,1.0
210,[C@H](C(NC1=C(C)C=CC=C1)=O)(NC([C@@H]([C@@H](N)C2=CC=CC=C2)O)=O)CC(C)C,0.9999355
211,C(OC)C1=C(C2=C(C=C1CNCCC)C=C(OC)C(OC)=C2)C3=CC(OC)=C(OC)C=C3,1.0
212,C([C@@H](NC([C@@H](NC([C@H](CCCCN)N)=O)C(C)C)=O)CC(C)C)(=O)N1[C@H](C(O)=O)CCC1,1.0
213,O(CC=1C=C2C(=CC1)OCCN2CCCOC)[C@@H]3[C@H]([C@H](OCC(NCCC)=O)CNC3)C4=CC=C(COCC5CC5)C=C4,0.9999999
214,O(CC=1C=C2C(=CC1)OCCN2CCCOC)[C@@H]3[C@H]([C@H](OCC(=O)N4CCOCC4)CNC3)C5=CC=C(COCC6CC6)C=C5,0.9999994
215,O(CCCCOC)C1=C(C(NC[C@@H](C[C@@H]([C@H](CNS(C(C)(C)C)(=O)=O)O)N)C(C)C)=O)C=CC=C1,1.0
216,C(CC)C1(CCC)C=2C(C(O)=C(C1=O)C=3NC=4C(S(=O)(=O)N3)=CC(NS(=O)(=O)C5=CC=C(OC6=C(Cl)C=C(C(F)(F)F)C=N6)C=C5)=CC4)=CC=CC2,1.0
217,CC1=C(N2[C@H]3C[C@@H](C2)N(C)C3)N=CC(NC=4N=C(C=CN4)C=5C=CC(N(C)C)=NC5)=C1,1.0
218,CC1=C(N2[C@H]3C[C@@H](C2)OC3)C=CC(NC=4N=C(C=CN4)C=5C=C6C(=NC5)N(C)CCO6)=C1,1.0
219,C(O)(=O)C1=C(C=2C(N1CC3=C(F)C=CC=C3)=CC=C(C(C)C)C2)C=4C(=O)NC=CC4,0.9999999
220,CC1=C(N2[C@H]3C[C@@H](C2)N(C)C3)C=CC(NC=4N=C(C=CN4)C=5C=CC(N(C)C)=NC5)=C1,1.0
221,CC1=C(N2C3CC(CC2CC3)N4CCOCC4)C=CC(NC=5N=C(C=CN5)C=6C=CC(OC7CCOCC7)=NC6)=C1,1.0
222,C[C@]1(F)[C@](C=2N3C(=NC2)C(N)=NC(N)=N3)(O[C@H](CO)[C@H]1O)[H],1.0
223,C(F)(F)(F)C=1C=C2N(C=NC2=CC1)C=3N=C(N[C@H](C(NCCCOCC)=O)CC(C)C)C=C(CCCC)N3,1.0
224,CC1=C(N2[C@H]3C[C@@H](C2)N(C)C3)N=CC(NC=4N=C(C=CN4)C=5C=C(C)C(=NC5)N6CCOCC6)=C1,1.0
225,C(CCOC)N1C=2C(OC(C)(C1)C3=CC(F)=CC=C3)=CC=C(CO[C@@H]4CC[C@@H](CC(C(NCC5CCOCC5)=O)(C)C)NC4)C2,1.0
226,C(C(C(C(CC1=CC=CC=C1)NC(C(NS(C(F)(F)F)(=O)=O)C(C)C)=O)O)O)(CC2=CC=CC=C2)NC(C(NS(C(F)(F)F)(=O)=O)C(C)C)=O,0.99953747
227,C(CC(C[C@@H]([C@H](CNC(=O)C1(OC)CCCCC1)O)N)(C)C)(=O)N2C=3C(CC(NC(OC)=O)C2)=CC=CC3,0.999967
228,FC1=C(C=CC(NC=2N=C(C=CN2)C=3C=C(C)C(=NC3)N4CCOCC4)=C1)N5CC6(C)CC(C)(C5)CN(C)C6,1.0
229,S(=O)(=O)(O)C=1C2=C(C(NC(CCCCCCCCCCC(NC=3C4=C(C(S(=O)(=O)O)=CC3)C=CC=C4)=O)=O)=CC1)C=CC=C2,0.9998661
230,N(C([C@@H](C[C@@H]([C@H](C[C@H](CC1=CC(OCCCOC)=C(OC)C=C1)C(C)C)N)O)C(C)C)=O)[C@@H]2C3(C2)CCOCC3,0.9997664
231,C(N[C@@H](CCCNC(NN(=O)=O)=N)C(NO)=O)(=O)C1=CC(Cl)=CC=C1,1.0
232,C(CNC([C@@H](NC([C@@H]([C@@H]([C@H](CC1=CC=CC=C1)NC([C@@H](NC(OCC2=CC=CC=C2)=O)C(C)C)=O)O)NCC3=CC=C(OC)C=C3)=O)C(C)C)=O)C=4NC=5C(N4)=CC=CC5,0.999982
233,O(P(C(CC)N)(=O)O)C1=CC=C(C(O)=O)C=C1,0.99999356
234,N([C@H](C(NCCCOCC)=O)CC(C)C)C1=NC(=NC(CCC)=C1)C=2C=CC(=NC2)C3=CC=C(F)C=C3,0.99991
235,O=C1C(=C(O)C=2C(C1(CCCC3=CC=CC=C3)C)=CC=CC2)C=4NC=5C(S(=O)(=O)N4)=CC(NC(OC(C)(C)C)=O)=CC5,1.0
236,C(CCCC(C)C)(C)(C)C1=C(OC)C=C(OC)C=C1,0.9999871
237,C(NC1=CC=CC=C1)(=O)C2=C(O)C(NC(NC3=C(Br)C=CC=C3)=O)=CC=C2,1.0
238,C(C(OC)=O)C1(O)C=CC(=O)C=C1,1.0
239,C(NCC(=S)N1CCCC1)C=2C=C3C(=CC2)OCO3,0.9998467
240,O(CCCOC)C1=C(OC)C=CC(C[C@@H](C[C@@H]([C@H](CNC(C(C)(C)C2=CC(OC)=CC=C2)=O)O)N)C(C)C)=C1,0.99999976
241,O=C1C(=C(O)C=2C([C@]1(CCC(C)C)C)=CC=CC2)C=3NC=4C(S(=O)(=O)N3)=CC(NS(=O)(=O)C=5NC=6C(N5)=CC=CC6)=CC4,1.0
242,C(O)(=O)C1=C(C=2C(N1CC=3C(F)=CN=CC3)=CC=C(Cl)C2)C=4C(=O)NC=CC4,0.99999905
243,N([C@H](C(NCCC1CCOC1)=O)CC(C)C)C2=NC(N3C=C(N=C3)C4=CC=C(OC(F)(F)F)C=C4)=NC(CCCC)=C2,0.99999547
244,[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)=O)CO)=O)CCSC)=O)CO)=O)CS)=O)CS)=O)C(C)C)=O)C(C)C)=O)(NC([C@H](CCC(O)=O)NC(C)=O)=O)CC(O)=O,0.999445
245,N(C(CNS(=O)(=O)C1=CC=CC=C1)=O)C=2SC(=NN2)C3=CC=C(C)C=C3,0.99990034
246,C([C@@H](C[C@@H]([C@H](CNC(C(C)(C)C1N(C)CCCC1)=O)O)N)C(C)C)C=2C=C(CCCCOC)N=C(C)C2,0.99999726
247,C(C(C(C(NC(OC(C)(C)C)=O)C1=CC=CC=C1)O)O)(NC(OC(C)(C)C)=O)C2=CC=CC=C2,0.9999999
248,O(CC1=CC=CC=C1)C2=CC=C(CNCC[C@@H](C(=O)N3CCCCC3)N)C=C2,1.0
249,C(O)(=O)C=1NC=2C(C1)=CC(C)=CC2,0.99999726
250,C(CCOC)C=1C=2C(N(C)C1)=NC=C(C[C@@H](C[C@@H]([C@H](CNC(C(C)(C)[C@@H]3CN(C)CCC3)=O)O)N)C(C)C)C2,0.9999927
251,C(CCOC)C=1C=2C(N(C)N1)=CC=C(C[C@@H](C[C@@H]([C@H](CNC(C(C)(C)[C@H]3CC[C@@H](N(C)C)CC3)=O)O)N)C(C)C)C2,0.999995
252,C(NCC(=O)N1CCCCC1)C=2C=C3C(=CC2)OCO3,0.9991505
253,C(OC(N[C@H](C(N[C@H](C(N[C@H](C(NC(C(OCC)=O)C)=O)C)=O)C)=O)C)=O)C1=CC=CC=C1,0.9995776
254,N(C(NC1=CC=CC=C1)=O)C2=C(O)C(Cl)=C(Cl)C=C2,1.0
255,O(C(C)=O)C1=C2C(C(OC)=C3C(=N2)OC=C3)=CC=C1,0.9999951
256,C(CC(C)C)[C@@]1(C)C=2C(C(O)=C(C1=O)C=3NC=4C(S(=O)(=O)N3)=CC(NS(C)(=O)=O)=CC4)=CC(F)=CC2,0.9990777
257,N(C(NC1=C(O)C(C#N)=CC=C1)=O)C2=C(C=CC=C2)C3=CC=CC=C3,0.99993336
258,N(C(=O)C1=C(N=CC=C1)C2=CC=CC=C2)C3=C(C=C(C(C)C)C=C3)N4CCN(CC4)C=5C=NC=CN5,1.0
259,N(C(=O)C=1C(C)=NNC1)C2=C(C=C(C(C)C)C=C2)N3CCN(CC3)C=4C=NC=CN4,1.0
260,S(C=1C(COC(C)C)C(=S)CC(=O)C1CC)C2=CC=CC=C2,0.9994166
261,C(F)(F)(F)C=1C=C2C(N(C=N2)C=3N=C(N[C@H](C(NCCCC(F)(F)F)=O)CC(C)C)C=C(CCCC)N3)=CC1,1.0
262,O(CC=1C=C2C(=CC1)OCCN2CCCOC)[C@@H]3[C@H](C[C@H](C[C@@H](C(NC)=O)CC)NC3)C4=CC=C(OC)C=C4,0.99998415
263,C(C(CCCN)N)(=O)N1CCCCC1,1.0
264,C(NC1=CC(Cl)=C(Cl)C=C1)(=O)C2=C(OC(C)=O)C(I)=CC(I)=C2,0.9999846
265,O(CC=1C=C2C(=CC1)OCCN2CCCOC)[C@@H]3[C@H]([C@H](OC[C@@H](C)O)CNC3)C4=CC=C(CSCCOC)C=C4,1.0
266,N(CC1=CC=CC=C1)(C(N[C@@H](CC2=CC=CC=C2)C=O)=O)N3[C@H](C(N[C@H](C(N[C@H](C(NC(C)(C)C)=O)C(C)C)=O)[C@H](CC)C)=O)CCC3,0.9999268
267,C(CCOC)N1C=2C(C=C1)=CC=C(C[C@@H](C[C@@H]([C@H](C[C@H](C(NC=3C=CC(F)=NC3)=O)C(C)C)O)N)C(C)C)C2,1.0
268,C(C12CC3CC(C1)CC(C2)C3)N4C=5C(C(O)=C(C4=O)C=6NC=7C(S(=O)(=O)N6)=CC=CC7)=CC=CN5,1.0
269,N(C=1C2=C(C=C(OC)C(OC)=C2)N=CN1)C3=CC(Br)=C(O)C=C3,1.0
270,C(N1C=2C(N=C1CC)=C(C)C=C(C)N2)C3=CC=C(C=C3)C=4C(C(O)=O)CN(C(C(C5=CC=CC=C5)C6=CC=CC=C6)=O)CC4,0.9999577
271,C(CC1=CC=CC=C1)(C(C(C(CC2=CC=CC=C2)NC(C(NC(CC(C)(C)C)=O)C(CC)C)=O)O)O)NC(C(NC(CC(C)(C)C)=O)C(CC)C)=O,0.99940884
272,C(CCOC)C=1C=2C(NC1)=CC=C(C[C@@H](C[C@@H]([C@H](CNC(C(C)(C)C3CCOCC3)=O)O)N)C(C)C)C2,1.0
273,O(CCCOC)C1=C(OC)C=CC(C[C@@H](C[C@@H]([C@H](C[C@H](C(NC=2N=C(F)C=CC2)=O)C(C)C)O)N)C(C)C)=C1,1.0
274,C(C(CCCCN)N)(=O)N1CCSC1,0.9991903
275,C(CNC(C(C)C)C(C)C)(=O)N1[C@H](C#N)CCC1,0.9999776
276,C(CCOC)C=1C=2C(OC(C)(C)C1)=CC=C(CO[C@@H]3[C@H]([C@H](O)CNC3)C4=CC=C(COCCOC)C=C4)C2,0.999997
277,C(O)(=O)C1C(C(C(O)=O)CN(C(C(C2=CC=CC=C2)C3=CC=CC=C3)=O)C1)C4=CC=C(CN5C(CCCCC)=NC(SC)=C5C=O)C=C4,0.9999999
278,O=C1C(C=2NC=3C(S(=O)(=O)N2)=CC(OCC(C)C)=CC3)=C(O)C=4C(N1CCC(C)C)=NC=CC4,0.9995509
279,C(#CC1(O)CCN(CC2=CC=CC=C2)CC1)C3(CO3)C4=CC=CC=C4,0.99998045
280,C(OC(C)(C)C)(=O)N1C(C(C(O)C2N(C(OC(C)(C)C)=O)CCC2)O)CCC1,0.9999925
281,S(NC(CC1=CC=CC=C1)P(CC(N[C@@H](CC2=CC(OC)=CC=C2)C(N[C@@H](CCC3=CC=CC=C3)C(N)=O)=O)=O)(=O)O)(=O)(=O)C=4C5=C(C=CC4)C=CC=N5,0.9999999
282,O(CCCOC)C1=C(OC)C=CC(C[C@@H](C[C@@H]([C@H](CN(C(C(C)(C)C)=O)CC)O)N)C(C)C)=C1,1.0
283,O(CC=1C=C2C(=CC1)OCCN2CCCOC)[C@@H]3[C@H](C[C@H](C[C@H](C(C)C)O)NC3)C4=CC=C(OC)C=C4,0.9999975
284,CC1=C(N2[C@H]3C[C@@H](C2)N(C)C3)C=CC(NC=4N=C(C(C)=CN4)C=5C=CC(=NC5)N6CCOCC6)=C1,1.0
285,C(CCOC)C=1N2C(=NC1)N=CC(C[C@@H](C[C@@H]([C@H](C[C@H](C(NC=3N=C(F)C=CC3)=O)C(C)C)O)N)C(C)C)=C2,1.0
286,C([C@@H](C[C@@H]([C@H](C[C@H](C(NC=1C=CC(F)=NC1)=O)C(C)C)O)N)C(C)C)C=2C=C(CCCCOC)N(=O)=C(C)C2,1.0
287,N(C(NC1=C(Br)C=CC=C1)=O)C2=C(O)C=C(C(OC)=O)C=C2,1.0
288,CC1=C(N2[C@H]3C[C@@H](C2)N(C)C3)C=CC(NC=4N=C(C=CN4)C=5C=CC(=NC5)N6[C@@H]7C[C@H](C6)OC7)=C1,0.99996376
289,N(C(=O)C=1C=CC=NC1)C2=C(C=C(C(C)C)C=C2)N3CCN(C(CNC)=O)CC3,1.0
290,C(Br)C1=C(C2=C(C=C1C=O)C=C(OC)C(OC)=C2)C3=CC(OC)=C(OC)C=C3,1.0
291,O(C1=CC(C(CNC(C(C(NC(C(NC(OCC2=CC=CC=C2)=O)CC(C)C)=O)CC)=O)=O)O)=CC=C1)C3=CC=CC=C3,1.0
292,O(CC=1C=C2C(=CC1)OCCN2CCCOC)[C@@H]3[C@H](C[C@H](CC(OC)C)NC3)C4=CC=C(OC)C=C4,1.0
293,O(CC=1C=C2C(=CC1)OCCN2CCCOC)[C@@H]3[C@H]([C@H](OC[C@@H](COC)O)CNC3)C4=CC=C(OCCOC)C=C4,1.0
294,C(CCOC)N1C=2C(=CC=C(CO[C@@H]3[C@H]([C@H](O)CNC3)C4=CC=C(C#N)C=C4)C2)OCC1,1.0
295,C(CC(C(O)=O)C)(C(CC(C)C)N)=O,0.99999213
296,O(CC=1C=C2C(=CC1)OCCN2CCCOC)[C@@H]3[C@H](C[C@H](CC(O)C=4NN=NN4)NC3)C5=CC=C(OC)C=C5,0.99998784
297,N(C(C(C)(C)N)=O)(CB(O)O)C,1.0
298,O(C)C=1C=C2C(=CC1OC)OC(=O)C=C2,1.0
299,C(CC1=CC=CC=C1)(C(C(C(CC2=CC=CC=C2)NC(C(NC(CCCCCNC(OCC3=CC=CC=C3)=O)=O)C(C)C)=O)O)O)NC(C(NC(CCCCCNC(OCC4=CC=CC=C4)=O)=O)C(C)C)=O,0.9999981
300,N(C(NC1=C(Cl)C(Cl)=CC=C1)=O)C2=CC(N(=O)=O)=CC=C2O,0.999997
301,O(CC=1C=C2C(=CC1)OCCN2CCCOC)[C@@H]3[C@H](C[C@@H](CC4CCOCC4)NC3)C5=CC=C(OC)C=C5,1.0
302,N(CC(F)=C1CCCCC1)C23CC4CC(C2)CC(C3)C4,0.99999976
303,N(S(=O)(=O)C1=CC=C(C)C=C1)C2=C(SCCCN(C)C)C=CC=C2,0.9999888
304,CC1=C(N2[C@H]3C[C@@H](C2)N(C)C3)C=CC(NC=4N=C(C=CN4)C=5C=C6C(=NC5)NCCO6)=C1,1.0
305,C(CCOC)C=1C=2C(NC1)=CN=C(C[C@@H](C[C@@H]([C@H](C[C@H](C(NC3=C(F)C=CC=N3)=O)C(C)C)O)N)C(C)C)C2,1.0
306,C(C(C(C(CCC1=CC=CC=C1)NC(OC(C)(C)C)=O)O)O)(CCC2=CC=CC=C2)NC(OC(C)(C)C)=O,0.9999999
307,C(N1C=2C(C(=O)C(C(=O)C3=CC=C(C)C=C3)=C1)=CC(OC)=C(OC)C2)C4=CC=C(N)C=C4,1.0
308,N(=O)(=O)C=1C2=C(C(=CC1)N3CCOCC3)N=CC=C2,0.99969995
309,C[C@@]12[C@]([C@]3([C@@]([C@]4(C)[C@](CC3)(C[C@H](O)CC4)[H])(CC1)[H])[H])(CC[C@@]2([C@@H](CCC(NCCS(=O)(=O)O)=O)C)[H])[H],1.0
310,C(C(CSC1=C(NC(C(C)(C)C)=O)C=CC=C1)O)C2=C(C(NC(C)(C)C)=O)C=CC=C2,0.99997604
311,O=C1C(=C(O)C=2C(C1(CC3CCC3)C)=CC=CC2)C=4NC=5C(S(=O)(=O)N4)=CC(N)=CC5,0.9999989
312,O(CCCOC)C1=C(OC)C=CC(C[C@@H](C[C@@H]([C@H](C[C@H](C(N[C@@H]2CCOC2)=O)C(C)C)O)N)C(C)C)=C1,0.99986076
313,C(CCOC)C=1C=2C(N(C)C1)=CN=C(C[C@@H](C[C@@H]([C@H](C[C@H](C(NC3CCNCC3)=O)C(C)C)O)N)C(C)C)C2,1.0
314,C(NS(=O)(=O)C1=CC(Cl)=CC=C1)(=NCC)N2C(CC=N2)C3=CC=CC=C3,0.9999999
315,O(C1=CC(C(CNC(C(C(CC2=CC=CC=C2)NC(C(NC(OCC3=CC=CC=C3)=O)CC(C)C)=O)=O)=O)O)=CC=C1)C4=CC(C(F)(F)F)=CC=C4,1.0
316,[Hg](OC(C)=O)C1=CC=CC=C1,0.9999999
317,C([C@@H](C(O)=O)N)C1=CC=CC=C1,0.9999732
318,C(O)(=O)C1=CC=C(N(C)C)C=C1,0.99913555
319,OC=1C(=C2C(C(=O)C=C(O2)C3=CC=C(O)C=C3)=C(O)C1)C4=CC(=CC=C4O)C=5OC=6C(C(=O)C5)=C(O)C=C(O)C6,1.0
320,NC1=C2C(N=C(C(F)(F)F)N2)=NC=N1,0.99999917
321,[Hg+2],0.99999964
322,NC=1SC=2C(=NC3=C(C2)SC(N)=N3)N1,0.9999461
323,CC=1C=C2C(=CC1)S[Zn]S2,0.9999418
324,C(C1=C2N(C=3C(S2)=CC=CC3)CC1)=C4C5=[N+](CC4)C=6C(S5)=CC=CC6,0.99999964
325,O(C1=C2C(OC=3C(O2)=C(O)C=C(O)C3)=C(O)C=C1O)C4=CC(O)=CC(O)=C4,0.9998815
326,O(C(C)=O)C1C(OC(C)=O)C(=O)OC1=O,1.0
327,[C@]([C@H]([C@@H]([C@H](CC1=CC=CC=C1)NC(OCC2=CC=CC=C2)=O)O)O)(CC3=CC=CC=C3)(NC(OCC4=CC=CC=C4)=O)[H],0.99996734
328,C([C@@H]([C@H]([C@@H]([C@H](CC=1C=2C(NC1)=CC=CC2)NC(OCC3=CC=CC=C3)=O)O)O)NC(OCC4=CC=CC=C4)=O)C=5C=6C(NC5)=CC=CC6,0.9999857
329,OC=1C=2C(NC(=O)C1SC=3N(N=NN3)C4=CC=C(O)C=C4)=CC(Cl)=CC2Cl,0.9999999
330,S(=O)(=O)(C1=C(N(=O)=O)C=C(C(F)(F)F)C=C1N(=O)=O)C2=C(Cl)C=C(Cl)C(C)=C2,0.9999769
331,C(OC=1C=CC=NC1)(=O)C2=CC=CO2,0.99916995
332,C(OC=1C=C(Cl)C=NC1)(=O)C2=CC=CO2,0.9998983
333,C(C)[N+]=1C2=C(C3=C(C=C2)CCCC3)SC1C=C(C=C4N(CC)C=5C(S4)=CC(C)=C(C)C5)CC,0.99999976
334,O=C1C=2C(=CC=C(S(=O)(=O)N3CC(C)CC(C)C3)C2)NC1=O,0.99999595
335,ClC=1C=C(N2C(C(C(=N2)C3=CC=C(Br)C=C3)N4C=CN=C4)C5=CC=C(Cl)C=C5)C=CC1Cl,1.0
336,O(C(=O)C1=CC=C(N(C)C)C=C1)N2C=3C(N=N2)=CC=CC3,0.99999905
337,O(C(=O)C1=CC=C(NC)C=C1)N2C=3C(N=N2)=CC=CC3,0.9999981
338,O(C(=O)C1=CC=C(N(CC)CC)C=C1)N2C=3C(N=N2)=CC=CC3,0.9999994
339,O(C(=O)C=1C=C2C(=CC1)N=CN2)N3C=4C(N=N3)=CC=CC4,1.0
340,O(C(=O)C=1C=C2C(=CC1)NC=C2)N3C=4C(N=N3)=CC=CC4,0.9999999
341,O(C(=O)C1=CC=2C(N1)=CC=CC2)N3C=4C(N=N3)=CC=CC4,1.0
342,O(C(=O)C1=CC=2C(N1)=CC=C(F)C2)N3C=4C(N=N3)=CC=CC4,1.0
343,C(F)(F)(F)C1=CC(=NN1C)C=2SC(=CC2)C3=NC(SCC(NC4=CC=C(Cl)C=C4)=O)=NC=C3,1.0
344,C(OC=1C=C(Cl)C=NC1)(=O)C2=CC=3C(N2)=CC=CC3,1.0
345,C(OC=1C=C(Cl)C=NC1)(=O)C=2OC(=CC2)C3=CC=C(Cl)C=C3,0.99982625
346,C(OC=1C=C(Cl)C=NC1)(=O)C=2C=CN=CC2,0.9999993
347,C(OC=1C=C(Cl)C=NC1)(=O)C=2C=CC=NC2,0.9999157
348,C(OC=1C=C(Cl)C=NC1)(=O)C2=CC=C(Cl)C=C2,0.99999976
349,O=C1C=2C(N(C)C1=O)=CC=C(S(=O)(=O)N3CCOCC3)C2,0.9991547
350,C(OC=1C=C(Cl)C=NC1)(=O)C=2C=C3C(=CC2)NC=C3,1.0
351,C(OC=1C=C(Cl)C=NC1)(=O)C=2C=C3C(=CC2)C=CN3,1.0
352,C(OC=1C=C(Cl)C=NC1)(=O)C2=C3C(NC=C3)=CC=C2,1.0
353,C(OC=1C=C(Cl)C=NC1)(=O)C2=C3C(N(C(C)=O)C=C3)=CC=C2,0.9999926
354,S(CC1=CC(OC)=CC(=O)O1)(=O)C2=NC=3C(S2)=NC=CC3,0.99957865
355,[C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC(C)=O)CO)=O)C)=O)C(C)C)=O)(C(N[C@@H](CC1=CN=CN1)C=O)=O)CC(C)C,1.0
356,[C@@H](CC1CCCCC1)(NC([C@@H](NC([C@@H](NC([C@@H](NC(C)=O)CO)=O)C)=O)C(C)C)=O)C(N[C@@H](CC2=CN=CN2)C=O)=O,1.0
